serial_number,time_stamp,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,15 year,20 year,25 year,30 year
214,2005-12-07,0.085,0.251,0.445,0.663,0.862,1.032,1.198,1.338,1.441,1.519,1.775,2.05,2.257,2.379
215,2005-12-06,0.085,0.255,0.448,0.672,0.874,1.046,1.211,1.357,1.46,1.541,1.796,2.07,2.291,2.411
216,2005-12-05,0.084,0.259,0.456,0.681,0.889,1.064,1.234,1.374,1.469,1.547,1.8,2.064,2.294,2.414
217,2005-12-02,0.083,0.242,0.426,0.634,0.825,0.99,1.157,1.298,1.406,1.491,1.768,2.037,2.283,2.406
218,2005-12-01,0.08,0.232,0.409,0.605,0.783,0.941,1.103,1.253,1.371,1.463,1.752,2.027,2.284,2.403
219,2005-11-30,0.08,0.229,0.407,0.594,0.771,0.926,1.088,1.234,1.351,1.445,1.733,2.01,2.273,2.388
220,2005-11-29,0.09,0.241,0.419,0.614,0.791,0.951,1.107,1.252,1.37,1.465,1.757,2.03,2.286,2.4
221,2005-11-28,0.082,0.239,0.418,0.61,0.788,0.946,1.1,1.252,1.371,1.469,1.762,2.03,2.286,2.399
222,2005-11-25,0.08,0.229,0.408,0.599,0.779,0.938,1.091,1.242,1.359,1.453,1.745,2.009,2.262,2.375
223,2005-11-24,0.08,0.229,0.4,0.585,0.762,0.928,1.084,1.233,1.354,1.449,1.75,2.012,2.265,2.379
224,2005-11-22,0.09,0.238,0.423,0.616,0.799,0.971,1.128,1.276,1.392,1.484,1.792,2.054,2.302,2.417
225,2005-11-21,0.1,0.248,0.433,0.625,0.807,0.976,1.135,1.279,1.396,1.487,1.8,2.065,2.31,2.428
226,2005-11-18,0.09,0.246,0.424,0.616,0.793,0.96,1.116,1.259,1.377,1.469,1.776,2.039,2.265,2.388
227,2005-11-17,0.1,0.256,0.438,0.638,0.817,0.98,1.136,1.274,1.386,1.475,1.762,2.017,2.233,2.36
228,2005-11-16,0.108,0.265,0.455,0.662,0.846,1.012,1.171,1.307,1.423,1.508,1.793,2.047,2.263,2.39
229,2005-11-15,0.1,0.255,0.44,0.642,0.82,0.983,1.139,1.281,1.395,1.474,1.758,2.013,2.221,2.356
230,2005-11-14,0.118,0.269,0.466,0.671,0.856,1.022,1.18,1.329,1.442,1.521,1.805,2.055,2.266,2.404
231,2005-11-11,0.12,0.288,0.506,0.719,0.91,1.082,1.247,1.39,1.496,1.57,1.839,2.075,2.271,2.41
232,2005-11-10,0.127,0.298,0.526,0.739,0.931,1.098,1.261,1.4,1.5,1.572,1.829,2.059,2.245,2.385
233,2005-11-09,0.127,0.301,0.525,0.727,0.923,1.083,1.243,1.381,1.486,1.564,1.823,2.059,2.237,2.378
234,2005-11-08,0.132,0.321,0.55,0.756,0.952,1.11,1.27,1.409,1.518,1.596,1.86,2.101,2.277,2.415
235,2005-11-07,0.131,0.325,0.563,0.782,0.982,1.146,1.31,1.444,1.546,1.62,1.875,2.11,2.271,2.409
236,2005-11-04,0.129,0.323,0.56,0.781,0.985,1.148,1.313,1.44,1.533,1.605,1.848,2.077,2.23,2.368
237,2005-11-02,0.115,0.284,0.503,0.713,0.905,1.069,1.237,1.373,1.483,1.568,1.823,2.065,2.229,2.369
238,2005-11-01,0.114,0.284,0.497,0.707,0.9,1.064,1.237,1.377,1.488,1.577,1.841,2.09,2.269,2.408
239,2005-10-31,0.107,0.273,0.473,0.676,0.859,1.024,1.194,1.338,1.455,1.549,1.822,2.085,2.282,2.42
240,2005-10-28,0.101,0.262,0.449,0.638,0.818,0.989,1.16,1.304,1.421,1.519,1.799,2.072,2.282,2.42
241,2005-10-27,0.101,0.267,0.454,0.648,0.828,0.998,1.169,1.31,1.425,1.521,1.808,2.082,2.295,2.432
242,2005-10-26,0.101,0.273,0.461,0.663,0.844,1.017,1.189,1.335,1.454,1.554,1.85,2.133,2.35,2.484
243,2005-10-25,0.092,0.261,0.451,0.647,0.827,0.997,1.161,1.305,1.422,1.52,1.804,2.09,2.271,2.408
244,2005-10-24,0.081,0.261,0.451,0.645,0.827,0.993,1.156,1.295,1.412,1.505,1.785,2.074,2.255,2.392
245,2005-10-21,0.08,0.264,0.46,0.659,0.84,1.006,1.17,1.309,1.42,1.513,1.784,2.075,2.264,2.406
246,2005-10-20,0.08,0.267,0.453,0.653,0.833,1.002,1.168,1.309,1.425,1.519,1.792,2.097,2.304,2.446
247,2005-10-19,0.069,0.252,0.439,0.639,0.82,0.983,1.148,1.294,1.415,1.508,1.77,2.097,2.315,2.461
248,2005-10-18,0.078,0.282,0.485,0.688,0.874,1.042,1.21,1.353,1.471,1.559,1.82,2.143,2.363,2.509
249,2005-10-17,0.077,0.291,0.492,0.702,0.889,1.056,1.224,1.366,1.476,1.563,1.82,2.143,2.359,2.505
250,2005-10-14,0.064,0.26,0.464,0.673,0.863,1.034,1.209,1.354,1.471,1.564,1.829,2.155,2.374,2.519
251,2005-10-13,0.055,0.24,0.447,0.657,0.851,1.026,1.202,1.348,1.47,1.564,1.829,2.159,2.38,2.521
252,2005-10-12,0.055,0.229,0.43,0.644,0.832,1.005,1.177,1.325,1.441,1.534,1.79,2.121,2.339,2.482
253,2005-10-11,0.054,0.228,0.426,0.639,0.828,1.002,1.178,1.328,1.442,1.534,1.779,2.107,2.318,2.459
254,2005-10-07,0.053,0.217,0.402,0.606,0.792,0.967,1.144,1.297,1.416,1.512,1.747,2.077,2.28,2.423
255,2005-10-06,0.053,0.216,0.394,0.591,0.773,0.944,1.12,1.268,1.387,1.483,1.702,2.034,2.235,2.385
256,2005-10-05,0.052,0.221,0.411,0.611,0.795,0.97,1.147,1.294,1.409,1.503,1.72,2.051,2.249,2.398
257,2005-10-04,0.052,0.23,0.442,0.651,0.838,1.023,1.201,1.346,1.458,1.552,1.777,2.11,2.317,2.458
258,2005-10-03,0.052,0.223,0.417,0.604,0.777,0.954,1.126,1.267,1.388,1.497,1.728,2.076,2.282,2.426
259,2005-09-30,0.044,0.221,0.416,0.603,0.773,0.943,1.109,1.248,1.365,1.472,1.707,2.056,2.264,2.408
260,2005-09-29,0.043,0.22,0.423,0.613,0.783,0.951,1.116,1.253,1.369,1.478,1.728,2.083,2.293,2.435
261,2005-09-28,0.043,0.22,0.423,0.605,0.772,0.931,1.086,1.219,1.331,1.44,1.695,2.054,2.264,2.407
262,2005-09-27,0.04,0.191,0.369,0.546,0.701,0.86,1.015,1.16,1.283,1.402,1.666,2.032,2.246,2.391
263,2005-09-26,0.04,0.187,0.361,0.538,0.693,0.851,1.005,1.154,1.276,1.396,1.662,2.028,2.241,2.386
264,2005-09-22,0.03,0.166,0.334,0.5,0.652,0.803,0.957,1.11,1.245,1.368,1.642,2.014,2.231,2.377
265,2005-09-21,0.03,0.175,0.344,0.519,0.672,0.828,0.98,1.132,1.262,1.382,1.657,2.026,2.247,2.392
266,2005-09-20,0.03,0.165,0.324,0.499,0.649,0.798,0.955,1.108,1.243,1.367,1.648,2.012,2.246,2.389
267,2005-09-16,0.029,0.164,0.31,0.48,0.624,0.781,0.939,1.096,1.232,1.346,1.645,2.013,2.25,2.393
268,2005-09-15,0.029,0.169,0.317,0.485,0.628,0.779,0.934,1.086,1.22,1.334,1.633,1.999,2.24,2.384
269,2005-09-14,0.029,0.173,0.317,0.485,0.628,0.783,0.941,1.094,1.235,1.353,1.659,2.029,2.271,2.413
270,2005-09-13,0.029,0.163,0.304,0.469,0.613,0.769,0.932,1.089,1.238,1.357,1.664,2.033,2.276,2.415
271,2005-09-12,0.029,0.163,0.304,0.469,0.617,0.769,0.932,1.086,1.233,1.351,1.661,2.028,2.271,2.411
272,2005-09-09,0.022,0.142,0.278,0.444,0.589,0.738,0.9,1.055,1.208,1.328,1.645,2.014,2.251,2.395
273,2005-09-08,0.023,0.132,0.264,0.424,0.57,0.72,0.88,1.04,1.194,1.316,1.63,1.999,2.235,2.382
274,2005-09-07,0.024,0.131,0.258,0.419,0.565,0.711,0.871,1.033,1.183,1.306,1.617,1.982,2.219,2.362
275,2005-09-06,0.024,0.131,0.245,0.408,0.559,0.708,0.871,1.028,1.178,1.3,1.614,1.977,2.217,2.36
276,2005-09-05,0.024,0.131,0.248,0.411,0.566,0.721,0.885,1.042,1.191,1.314,1.631,1.989,2.23,2.372
277,2005-09-02,0.025,0.105,0.217,0.38,0.535,0.694,0.86,1.023,1.174,1.299,1.625,1.987,2.222,2.365
278,2005-09-01,0.029,0.123,0.245,0.415,0.57,0.729,0.893,1.06,1.208,1.331,1.652,2.013,2.245,2.386
279,2005-08-31,0.029,0.129,0.258,0.428,0.583,0.743,0.908,1.076,1.223,1.347,1.658,2.012,2.246,2.387
280,2005-08-30,0.029,0.149,0.289,0.463,0.622,0.779,0.938,1.109,1.257,1.378,1.681,2.03,2.271,2.41
281,2005-08-29,0.029,0.153,0.287,0.453,0.611,0.768,0.923,1.093,1.242,1.363,1.668,2.016,2.258,2.398
282,2005-08-26,0.029,0.158,0.308,0.489,0.653,0.82,0.979,1.146,1.292,1.41,1.714,2.061,2.303,2.439
283,2005-08-25,0.03,0.152,0.311,0.495,0.662,0.835,0.997,1.165,1.312,1.431,1.742,2.091,2.332,2.465
284,2005-08-24,0.029,0.142,0.294,0.476,0.647,0.819,0.988,1.155,1.302,1.422,1.733,2.088,2.323,2.457
285,2005-08-23,0.029,0.146,0.312,0.507,0.682,0.851,1.026,1.19,1.336,1.456,1.765,2.12,2.351,2.481
286,2005-08-22,0.029,0.146,0.308,0.506,0.685,0.861,1.045,1.21,1.354,1.473,1.782,2.145,2.372,2.499
287,2005-08-19,0.021,0.13,0.277,0.463,0.634,0.805,0.984,1.15,1.296,1.417,1.727,2.098,2.321,2.449
288,2005-08-18,0.021,0.135,0.289,0.472,0.642,0.815,0.994,1.159,1.305,1.425,1.731,2.102,2.328,2.457
289,2005-08-17,0.021,0.139,0.293,0.474,0.645,0.818,0.998,1.164,1.311,1.43,1.742,2.114,2.346,2.472
290,2005-08-16,0.022,0.158,0.324,0.511,0.683,0.862,1.044,1.211,1.356,1.472,1.774,2.135,2.363,2.488
291,2005-08-15,0.022,0.158,0.314,0.493,0.663,0.842,1.025,1.192,1.338,1.456,1.756,2.113,2.336,2.463
292,2005-08-12,0.023,0.153,0.314,0.489,0.658,0.834,1.013,1.182,1.321,1.438,1.734,2.087,2.307,2.437
293,2005-08-11,0.03,0.176,0.349,0.534,0.711,0.887,1.065,1.229,1.366,1.483,1.77,2.116,2.335,2.465
294,2005-08-10,0.024,0.142,0.301,0.482,0.658,0.827,1.005,1.171,1.314,1.436,1.735,2.089,2.308,2.44
295,2005-08-09,0.018,0.125,0.268,0.443,0.615,0.787,0.969,1.137,1.283,1.41,1.717,2.073,2.292,2.426
296,2005-08-08,0.014,0.124,0.264,0.438,0.609,0.785,0.968,1.132,1.279,1.402,1.705,2.059,2.276,2.411
297,2005-08-05,0.015,0.12,0.261,0.427,0.585,0.76,0.94,1.103,1.253,1.382,1.691,2.045,2.273,2.406
298,2005-08-04,0.015,0.125,0.271,0.437,0.595,0.77,0.944,1.102,1.253,1.386,1.7,2.059,2.296,2.429
299,2005-08-03,0.016,0.122,0.267,0.427,0.579,0.746,0.919,1.078,1.228,1.366,1.682,2.046,2.29,2.422
300,2005-08-02,0.016,0.126,0.274,0.437,0.589,0.753,0.918,1.077,1.228,1.367,1.691,2.058,2.306,2.437
301,2005-08-01,0.016,0.111,0.254,0.414,0.567,0.727,0.893,1.051,1.206,1.347,1.674,2.041,2.289,2.421
302,2005-07-29,0.015,0.104,0.231,0.384,0.536,0.685,0.85,1.007,1.164,1.307,1.639,2.01,2.259,2.393
303,2005-07-28,0.015,0.104,0.226,0.378,0.526,0.677,0.84,1.002,1.159,1.304,1.628,2.001,2.257,2.392
304,2005-07-27,0.016,0.097,0.224,0.378,0.525,0.676,0.839,1.001,1.159,1.303,1.625,2,2.255,2.389
305,2005-07-26,0.016,0.082,0.202,0.353,0.493,0.638,0.8,0.962,1.119,1.266,1.594,1.978,2.234,2.367
306,2005-07-25,0.017,0.076,0.195,0.342,0.485,0.627,0.789,0.952,1.109,1.256,1.583,1.967,2.225,2.356
307,2005-07-22,0.019,0.075,0.184,0.326,0.467,0.606,0.768,0.93,1.088,1.235,1.564,1.95,2.211,2.343
308,2005-07-21,0.019,0.075,0.194,0.342,0.487,0.636,0.799,0.96,1.118,1.26,1.584,1.964,2.223,2.355
309,2005-07-20,0.02,0.075,0.197,0.347,0.497,0.647,0.813,0.975,1.13,1.269,1.584,1.964,2.219,2.349
310,2005-07-19,0.011,0.075,0.192,0.347,0.497,0.647,0.818,0.978,1.134,1.274,1.583,1.959,2.215,2.349
311,2005-07-15,0.013,0.071,0.192,0.342,0.493,0.645,0.817,0.977,1.131,1.272,1.581,1.958,2.216,2.35
312,2005-07-14,0.014,0.075,0.181,0.329,0.476,0.624,0.789,0.953,1.111,1.254,1.568,1.95,2.202,2.339
313,2005-07-13,0.014,0.079,0.184,0.334,0.48,0.634,0.799,0.961,1.115,1.258,1.576,1.957,2.209,2.341
314,2005-07-12,0.015,0.075,0.174,0.323,0.465,0.609,0.772,0.931,1.087,1.234,1.556,1.935,2.19,2.323
315,2005-07-11,0.015,0.075,0.173,0.323,0.465,0.607,0.766,0.925,1.082,1.23,1.553,1.929,2.182,2.315
316,2005-07-08,0.012,0.073,0.162,0.3,0.439,0.577,0.737,0.9,1.055,1.205,1.526,1.902,2.153,2.286
317,2005-07-07,0.012,0.075,0.17,0.316,0.457,0.602,0.762,0.923,1.079,1.224,1.544,1.916,2.162,2.295
318,2005-07-06,0.012,0.078,0.174,0.331,0.473,0.615,0.777,0.939,1.093,1.243,1.561,1.932,2.176,2.311
319,2005-07-05,0.012,0.075,0.164,0.313,0.457,0.6,0.76,0.924,1.079,1.232,1.548,1.919,2.155,2.29
320,2005-07-04,0.012,0.075,0.157,0.305,0.45,0.593,0.752,0.919,1.074,1.223,1.535,1.902,2.13,2.267
321,2005-07-01,0.012,0.07,0.143,0.278,0.415,0.554,0.709,0.873,1.028,1.178,1.489,1.859,2.082,2.222
322,2005-06-30,0.009,0.07,0.139,0.27,0.406,0.548,0.703,0.868,1.023,1.174,1.486,1.858,2.082,2.218
323,2005-06-29,0.009,0.07,0.146,0.278,0.416,0.553,0.706,0.874,1.028,1.181,1.482,1.848,2.072,2.209
324,2005-06-28,0.009,0.075,0.156,0.298,0.434,0.577,0.734,0.902,1.058,1.207,1.521,1.879,2.106,2.246
325,2005-06-27,0.009,0.076,0.149,0.286,0.423,0.56,0.719,0.886,1.038,1.187,1.508,1.871,2.099,2.241
326,2005-06-24,0.01,0.076,0.159,0.296,0.433,0.575,0.74,0.906,1.061,1.211,1.529,1.892,2.12,2.262
327,2005-06-23,0.01,0.075,0.166,0.306,0.448,0.59,0.754,0.922,1.08,1.227,1.549,1.91,2.136,2.275
328,2005-06-22,0.01,0.08,0.183,0.331,0.483,0.64,0.809,0.972,1.123,1.268,1.587,1.94,2.174,2.31
329,2005-06-21,0.01,0.085,0.192,0.343,0.496,0.66,0.826,0.991,1.143,1.291,1.609,1.961,2.2,2.336
330,2005-06-20,0.01,0.085,0.192,0.338,0.49,0.651,0.815,0.982,1.132,1.284,1.603,1.955,2.199,2.334
331,2005-06-17,0.011,0.084,0.199,0.356,0.503,0.666,0.829,0.995,1.148,1.291,1.613,1.961,2.208,2.343
332,2005-06-16,0.011,0.079,0.192,0.343,0.489,0.644,0.813,0.98,1.138,1.281,1.603,1.952,2.197,2.335
333,2005-06-15,0.012,0.078,0.182,0.319,0.454,0.596,0.758,0.925,1.082,1.234,1.565,1.924,2.168,2.308
334,2005-06-14,0.012,0.079,0.189,0.324,0.454,0.596,0.755,0.921,1.076,1.229,1.56,1.915,2.16,2.301
335,2005-06-13,0.012,0.079,0.189,0.322,0.453,0.596,0.755,0.919,1.077,1.23,1.56,1.912,2.156,2.299
336,2005-06-10,0.013,0.078,0.186,0.312,0.442,0.579,0.735,0.898,1.055,1.209,1.538,1.89,2.132,2.275
337,2005-06-09,0.014,0.078,0.186,0.311,0.442,0.574,0.727,0.894,1.054,1.21,1.537,1.887,2.127,2.272
338,2005-06-08,0.01,0.078,0.189,0.323,0.452,0.589,0.741,0.912,1.068,1.222,1.548,1.895,2.135,2.279
339,2005-06-07,0.01,0.078,0.186,0.314,0.445,0.584,0.736,0.91,1.068,1.223,1.546,1.89,2.128,2.271
340,2005-06-06,0.01,0.083,0.192,0.328,0.463,0.602,0.754,0.93,1.083,1.231,1.553,1.895,2.128,2.272
341,2005-06-03,0.01,0.079,0.186,0.321,0.456,0.598,0.745,0.924,1.077,1.226,1.547,1.89,2.124,2.268
342,2005-06-02,0.01,0.077,0.182,0.316,0.452,0.599,0.754,0.933,1.092,1.241,1.568,1.917,2.145,2.287
343,2005-06-01,0.01,0.074,0.176,0.307,0.442,0.589,0.749,0.927,1.089,1.239,1.563,1.918,2.143,2.283
344,2005-05-31,0.007,0.077,0.186,0.326,0.463,0.614,0.777,0.954,1.115,1.262,1.583,1.938,2.158,2.295
345,2005-05-30,0.007,0.077,0.186,0.326,0.462,0.61,0.777,0.953,1.109,1.257,1.573,1.927,2.146,2.279
346,2005-05-27,0.008,0.076,0.185,0.323,0.462,0.613,0.781,0.959,1.118,1.267,1.581,1.934,2.155,2.286
347,2005-05-26,0.008,0.076,0.176,0.313,0.451,0.606,0.775,0.949,1.108,1.257,1.566,1.921,2.141,2.272
348,2005-05-25,0.008,0.076,0.175,0.309,0.447,0.601,0.766,0.937,1.095,1.242,1.555,1.912,2.134,2.264
349,2005-05-24,0.009,0.081,0.19,0.328,0.473,0.626,0.79,0.966,1.127,1.275,1.592,1.948,2.173,2.302
350,2005-05-23,0.009,0.096,0.213,0.359,0.502,0.66,0.825,1.003,1.16,1.308,1.619,1.969,2.198,2.326
351,2005-05-20,0.01,0.09,0.207,0.347,0.485,0.641,0.803,0.982,1.135,1.283,1.596,1.945,2.182,2.309
352,2005-05-19,0.011,0.095,0.217,0.353,0.489,0.643,0.803,0.979,1.13,1.278,1.59,1.936,2.191,2.317
353,2005-05-18,0.011,0.095,0.222,0.362,0.499,0.653,0.813,0.988,1.141,1.287,1.605,1.952,2.212,2.337
354,2005-05-17,0.011,0.095,0.224,0.371,0.513,0.667,0.827,1.005,1.163,1.31,1.63,1.978,2.238,2.362
355,2005-05-16,0.012,0.084,0.214,0.363,0.509,0.662,0.827,1.005,1.167,1.314,1.636,1.986,2.245,2.368
356,2005-05-13,0.013,0.075,0.195,0.34,0.482,0.631,0.793,0.974,1.136,1.291,1.611,1.963,2.219,2.338
357,2005-05-12,0.013,0.074,0.192,0.338,0.483,0.63,0.791,0.973,1.14,1.293,1.612,1.963,2.215,2.331
358,2005-05-11,0.014,0.077,0.192,0.338,0.482,0.634,0.795,0.974,1.136,1.285,1.595,1.942,2.194,2.307
359,2005-05-10,0.014,0.078,0.197,0.347,0.49,0.647,0.812,0.992,1.152,1.297,1.604,1.949,2.201,2.313
360,2005-05-09,0.01,0.076,0.193,0.342,0.485,0.64,0.808,0.987,1.146,1.294,1.601,1.946,2.199,2.307
361,2005-05-06,0.01,0.068,0.173,0.304,0.441,0.584,0.749,0.929,1.086,1.231,1.546,1.897,2.155,2.265
362,2005-05-02,0.01,0.072,0.175,0.312,0.448,0.597,0.767,0.945,1.099,1.244,1.551,1.896,2.146,2.254
363,2005-04-28,0.007,0.076,0.18,0.317,0.458,0.605,0.776,0.953,1.108,1.247,1.553,1.896,2.145,2.254
364,2005-04-27,0.008,0.076,0.186,0.328,0.471,0.62,0.792,0.971,1.127,1.267,1.567,1.908,2.156,2.263
365,2005-04-26,0.008,0.076,0.186,0.327,0.471,0.619,0.787,0.971,1.126,1.264,1.564,1.905,2.152,2.256
366,2005-04-25,0.008,0.081,0.19,0.337,0.481,0.629,0.797,0.98,1.135,1.274,1.575,1.916,2.161,2.265
367,2005-04-22,0.009,0.081,0.203,0.353,0.499,0.648,0.816,0.999,1.159,1.296,1.596,1.934,2.182,2.284
368,2005-04-21,0.01,0.075,0.199,0.347,0.488,0.635,0.8,0.98,1.142,1.276,1.573,1.916,2.167,2.27
369,2005-04-20,0.01,0.075,0.195,0.331,0.473,0.611,0.776,0.961,1.122,1.26,1.559,1.9,2.161,2.265
370,2005-04-19,0.01,0.08,0.209,0.35,0.493,0.636,0.804,0.989,1.152,1.284,1.587,1.927,2.187,2.29
371,2005-04-18,0.011,0.07,0.208,0.344,0.487,0.63,0.799,0.982,1.141,1.275,1.573,1.909,2.169,2.273
372,2005-04-15,0.012,0.074,0.218,0.362,0.511,0.659,0.832,1.015,1.172,1.308,1.611,1.944,2.202,2.307
373,2005-04-14,0.012,0.084,0.231,0.38,0.531,0.684,0.862,1.046,1.204,1.342,1.649,1.983,2.241,2.347
374,2005-04-13,0.012,0.088,0.238,0.388,0.541,0.692,0.869,1.051,1.207,1.345,1.652,1.985,2.247,2.347
375,2005-04-12,0.013,0.087,0.237,0.387,0.545,0.685,0.862,1.046,1.2,1.34,1.647,1.981,2.252,2.348
376,2005-04-11,0.013,0.087,0.24,0.403,0.556,0.701,0.88,1.061,1.218,1.358,1.666,2.004,2.273,2.368
377,2005-04-08,0.009,0.086,0.237,0.4,0.555,0.705,0.883,1.065,1.221,1.358,1.661,1.998,2.262,2.36
378,2005-04-07,0.009,0.086,0.235,0.397,0.549,0.703,0.88,1.064,1.22,1.358,1.661,1.998,2.249,2.347
379,2005-04-06,0.009,0.088,0.24,0.404,0.566,0.723,0.903,1.083,1.239,1.377,1.673,2.01,2.254,2.352
380,2005-04-05,0.009,0.087,0.232,0.391,0.549,0.71,0.893,1.073,1.229,1.367,1.669,2.011,2.248,2.345
381,2005-04-04,0.009,0.087,0.228,0.378,0.532,0.683,0.864,1.045,1.2,1.34,1.632,1.972,2.205,2.304
382,2005-04-01,0.01,0.092,0.231,0.382,0.537,0.688,0.868,1.047,1.202,1.341,1.626,1.962,2.195,2.292
383,2005-03-31,0.01,0.097,0.237,0.387,0.541,0.686,0.866,1.047,1.198,1.333,1.615,1.953,2.187,2.287
384,2005-03-30,0.012,0.105,0.25,0.4,0.559,0.706,0.89,1.075,1.227,1.359,1.648,1.988,2.225,2.325
385,2005-03-29,0.01,0.104,0.249,0.397,0.554,0.703,0.886,1.073,1.226,1.356,1.644,1.985,2.221,2.324
386,2005-03-28,0.01,0.109,0.259,0.412,0.575,0.726,0.915,1.098,1.245,1.375,1.659,1.996,2.232,2.335
387,2005-03-25,0.01,0.107,0.258,0.411,0.574,0.725,0.914,1.096,1.244,1.374,1.658,1.992,2.23,2.334
388,2005-03-24,0.01,0.107,0.265,0.423,0.592,0.738,0.929,1.11,1.258,1.39,1.674,2.007,2.242,2.348
389,2005-03-23,0.01,0.111,0.274,0.441,0.612,0.763,0.956,1.133,1.281,1.411,1.697,2.026,2.259,2.366
390,2005-03-22,0.01,0.111,0.281,0.448,0.623,0.778,0.97,1.147,1.295,1.425,1.71,2.035,2.267,2.375
391,2005-03-18,0.011,0.109,0.279,0.448,0.622,0.777,0.966,1.145,1.295,1.408,1.709,2.036,2.267,2.371
392,2005-03-17,0.011,0.109,0.276,0.44,0.614,0.772,0.955,1.141,1.29,1.402,1.704,2.035,2.263,2.371
393,2005-03-16,0.012,0.119,0.295,0.472,0.65,0.815,1.004,1.191,1.337,1.451,1.75,2.09,2.315,2.422
394,2005-03-15,0.012,0.118,0.294,0.472,0.649,0.813,1.004,1.19,1.337,1.451,1.749,2.086,2.313,2.422
395,2005-03-14,0.012,0.127,0.307,0.496,0.673,0.843,1.038,1.223,1.369,1.485,1.781,2.111,2.339,2.453
396,2005-03-11,0.01,0.125,0.302,0.485,0.662,0.828,1.021,1.203,1.351,1.465,1.757,2.084,2.311,2.428
397,2005-03-10,0.01,0.121,0.296,0.475,0.653,0.816,1.011,1.192,1.341,1.456,1.747,2.074,2.303,2.42
398,2005-03-09,0.01,0.121,0.308,0.489,0.659,0.836,1.035,1.211,1.358,1.475,1.766,2.091,2.319,2.438
399,2005-03-08,0.01,0.123,0.308,0.487,0.66,0.836,1.039,1.215,1.359,1.475,1.767,2.087,2.32,2.441
400,2005-03-07,0.01,0.125,0.307,0.486,0.659,0.836,1.037,1.218,1.363,1.48,1.781,2.105,2.336,2.457
401,2005-03-04,0.01,0.129,0.312,0.495,0.673,0.85,1.052,1.232,1.379,1.498,1.799,2.121,2.354,2.475
402,2005-03-03,0.01,0.131,0.318,0.507,0.684,0.868,1.071,1.246,1.39,1.509,1.802,2.126,2.355,2.477
403,2005-03-02,0.01,0.13,0.315,0.497,0.669,0.848,1.051,1.226,1.375,1.498,1.789,2.116,2.346,2.469
404,2005-03-01,0.01,0.13,0.311,0.494,0.664,0.841,1.045,1.22,1.369,1.493,1.78,2.107,2.337,2.462
405,2005-02-28,0.007,0.123,0.298,0.479,0.65,0.823,1.026,1.198,1.346,1.469,1.76,2.09,2.323,2.449
406,2005-02-25,0.008,0.112,0.277,0.449,0.617,0.781,0.975,1.155,1.306,1.431,1.728,2.068,2.3,2.434
407,2005-02-24,0.009,0.106,0.261,0.426,0.593,0.756,0.946,1.13,1.281,1.406,1.704,2.042,2.271,2.41
408,2005-02-23,0.009,0.106,0.26,0.428,0.597,0.76,0.95,1.134,1.281,1.406,1.703,2.038,2.267,2.406
409,2005-02-22,0.009,0.111,0.275,0.45,0.623,0.789,0.984,1.162,1.309,1.435,1.732,2.064,2.292,2.43
410,2005-02-21,0.01,0.111,0.284,0.459,0.633,0.799,0.992,1.171,1.323,1.449,1.756,2.09,2.315,2.452
411,2005-02-18,0.01,0.109,0.274,0.444,0.61,0.772,0.961,1.141,1.292,1.421,1.726,2.06,2.282,2.421
412,2005-02-17,0.011,0.114,0.274,0.444,0.604,0.767,0.955,1.132,1.282,1.408,1.71,2.042,2.27,2.409
413,2005-02-16,0.011,0.113,0.279,0.453,0.619,0.782,0.966,1.144,1.296,1.422,1.724,2.06,2.3,2.437
414,2005-02-15,0.011,0.118,0.294,0.477,0.639,0.806,0.995,1.178,1.33,1.455,1.76,2.095,2.344,2.478
415,2005-02-14,0.011,0.118,0.297,0.475,0.639,0.806,0.995,1.172,1.32,1.44,1.733,2.06,2.286,2.414
416,2005-02-10,0.013,0.112,0.283,0.457,0.615,0.779,0.962,1.137,1.282,1.403,1.688,2.01,2.222,2.354
417,2005-02-09,0.013,0.106,0.27,0.44,0.596,0.752,0.93,1.102,1.248,1.368,1.651,1.969,2.172,2.308
418,2005-02-08,0.009,0.091,0.246,0.403,0.556,0.704,0.876,1.049,1.199,1.324,1.605,1.927,2.128,2.267
419,2005-02-07,0.009,0.088,0.243,0.398,0.551,0.698,0.866,1.04,1.19,1.318,1.589,1.908,2.107,2.25
420,2005-02-04,0.009,0.087,0.242,0.396,0.549,0.697,0.864,1.038,1.191,1.321,1.602,1.925,2.135,2.28
421,2005-02-03,0.009,0.087,0.235,0.385,0.538,0.681,0.847,1.023,1.18,1.318,1.613,1.947,2.169,2.316
422,2005-02-02,0.009,0.084,0.224,0.371,0.52,0.655,0.82,0.992,1.145,1.284,1.58,1.919,2.148,2.296
423,2005-02-01,0.009,0.084,0.225,0.376,0.526,0.665,0.834,1.012,1.17,1.309,1.616,1.965,2.195,2.341
424,2005-01-31,0.006,0.087,0.232,0.387,0.542,0.68,0.854,1.033,1.194,1.333,1.64,1.986,2.216,2.363
425,2005-01-28,0.007,0.086,0.223,0.375,0.528,0.664,0.832,1.012,1.177,1.32,1.625,1.975,2.208,2.353
426,2005-01-27,0.008,0.091,0.232,0.384,0.539,0.678,0.853,1.031,1.195,1.341,1.65,1.996,2.238,2.383
427,2005-01-26,0.008,0.097,0.231,0.389,0.541,0.687,0.861,1.04,1.202,1.345,1.661,2.005,2.249,2.394
